3189,1729,1
3189,3519,1
9,2848,1
1865,2661,1
1865,1961,1
1865,2724,1
486,3867,1
1865,3235,1
3741,3808,1
46,2303,1
891,3863,1
46,1634,1
3783,3788,1
82,2204,1
3775,3823,1
415,3409,1
415,2454,1
967,2155,1
968,2620,1
968,1863,1
2930,3007,1
968,1652,1
2363,3401,1
2363,3530,1
415,3204,1
2363,3335,1
2506,3050,1
2506,3457,1
2935,3511,1
415,1792,1
2935,3338,1
2935,3525,1
2935,3791,1
2935,3431,1
82,333,1
415,3550,1
2935,1720,1
2935,3291,1
2935,3156,1
2935,3507,1
415,1193,1
3736,3227,1
3736,3058,1
3736,3817,1
2937,3518,1
415,2344,1
415,2472,1
2939,3290,1
2940,3660,1
83,3294,1
415,3221,1
415,557,1
2940,3259,1
2295,3656,1
2478,3122,1
3619,3652,1
2478,3394,1
2478,3164,1
2478,3519,1
2945,3124,1
2946,3509,1
2946,3619,1
415,1370,1
2947,3020,1
415,911,1
2948,3253,1
2948,2966,1
3590,3613,1
2948,891,1
2948,3091,1
83,3083,1
416,756,1
976,3307,1
2948,3522,1
2948,3827,1
1113,3081,1
1113,2909,1
3573,3798,1
3566,3885,1
3563,3618,1
1944,3011,1
3553,3865,1
3552,3883,1
3552,3884,1
3552,3659,1
3294,3751,1
3294,3571,1
3548,3660,1
1869,3624,1
913,3581,1
3541,3287,1
3538,3628,1
416,2953,1
976,3837,1
1113,3429,1
1113,2763,1
976,760,1
2955,3129,1
3122,3837,1
3122,3552,1
3122,3651,1
3532,3807,1
3531,3820,1
3530,3584,1
3530,3705,1
3523,2236,1
3522,3762,1
2957,3543,1
3521,732,1
3520,2997,1
416,1833,1
976,2520,1
2960,3520,1
976,1052,1
2963,3779,1
2963,3426,1
416,1339,1
976,3060,1
3740,3481,1
3740,3321,1
977,1157,1
3740,3017,1
3740,3666,1
46,1706,1
83,881,1
417,456,1
417,1342,1
977,2295,1
2967,3355,1
977,2934,1
3510,3580,1
3503,3510,1
1549,3564,1
1536,3865,1
2459,3839,1
3488,3665,1
3485,3650,1
2967,298,1
3484,73,1
977,1397,1
1460,3530,1
2971,3712,1
977,2120,1
3479,3617,1
2971,3197,1
1425,3669,1
2971,3783,1
3474,3873,1
418,457,1
3467,3617,1
977,1185,1
3464,3543,1
2972,3511,1
3460,3533,1
3457,3829,1
3449,3741,1
3445,3457,1
418,1990,1
3441,3454,1
978,2904,1
3437,3659,1
978,1668,1
1216,3657,1
3434,2481,1
418,2976,1
3433,3590,1
979,1877,1
981,1536,1
2973,3007,1
682,3869,1
418,3704,1
3427,2513,1
3425,3479,1
3714,3727,1
3422,3580,1
3416,3636,1
3413,3886,1
3413,3879,1
3413,3343,1
3410,3554,1
3409,3816,1
3409,3767,1
3408,3590,1
981,2992,1
2973,3135,1
2973,3014,1
2974,3513,1
2974,3152,1
418,3274,1
2976,3882,1
981,1786,1
2978,3782,1
418,1533,1
982,3864,1
982,1217,1
2981,3065,1
46,749,1
83,2475,1
418,3001,1
982,1661,1
2981,419,1
2981,3159,1
984,1378,1
2981,3670,1
2984,3651,1
3271,639,1
985,3530,1
985,3254,1
3271,3573,1
985,2095,1
985,3107,1
2984,3143,1
2984,3517,1
3271,3683,1
2984,3094,1
985,2107,1
83,3579,1
3271,2791,1
985,2863,1
2782,3869,1
985,1142,1
2989,3020,1
3271,544,1
985,1159,1
985,1180,1
3271,1431,1
985,2008,1
3271,1002,1
985,3131,1
2321,3254,1
46,2790,1
46,452,1
83,2522,1
3271,2318,1
3271,2152,1
985,3134,1
2998,3235,1
2998,3519,1
985,3248,1
3000,3465,1
3271,1543,1
3000,3071,1
3000,3450,1
3002,3292,1
2383,3857,1
3271,1971,1
84,3568,1
3271,2108,1
420,1883,1
420,2993,1
421,1996,1
632,3355,1
3016,3254,1
3314,3287,1
85,2797,1
2597,825,1
3305,1425,1
2597,3014,1
3299,3837,1
3016,1072,1
3016,3218,1
3017,3044,1
2597,1765,1
3018,1017,1
3285,2236,1
3746,3037,1
3746,3066,1
2597,1691,1
3282,3525,1
3282,3844,1
3281,1549,1
3746,3148,1
3278,2249,1
3278,3549,1
3277,3300,1
3020,3389,1
3274,3843,1
85,3513,1
3272,3776,1
419,3611,1
3270,3318,1
2597,2872,1
3593,3122,1
2597,2240,1
3593,3339,1
988,1165,1
3267,3282,1
637,3294,1
637,3311,1
988,3554,1
384,3859,1
3258,1430,1
3258,3389,1
2597,2429,1
3255,2933,1
3254,3877,1
3254,3611,1
988,3843,1
3254,760,1
3254,3591,1
3254,3572,1
988,2959,1
3254,3561,1
3254,3456,1
3036,3890,1
2597,2899,1
988,2488,1
3038,3167,1
988,850,1
3038,3376,1
3038,3846,1
46,1936,1
86,946,1
2597,1516,1
2597,3715,1
2157,3254,1
3038,3326,1
3038,3525,1
2157,798,1
3038,2065,1
3038,3837,1
2157,1640,1
2157,1214,1
2597,3756,1
2157,3318,1
2157,3496,1
2157,2117,1
3041,3312,1
2157,2118,1
3042,3630,1
3042,3193,1
86,3537,1
423,2659,1
2157,1053,1
3043,365,1
3043,1391,1
2157,2751,1
3044,3663,1
423,2160,1
3045,3106,1
3047,3788,1
2157,2753,1
3047,3640,1
3048,3515,1
423,3511,1
2157,2885,1
3049,3247,1
3049,3203,1
2157,3138,1
423,1506,1
2157,3867,1
2157,1792,1
46,2972,1
86,3035,1
2157,1727,1
3332,3142,1
3208,3540,1
3052,3510,1
2157,2209,1
3200,3253,1
3052,3762,1
3052,3101,1
2157,3619,1
2157,3881,1
2157,2035,1
989,3790,1
989,1113,1
989,1131,1
3180,3812,1
86,3697,1
3831,3816,1
3175,1240,1
989,1347,1
989,3052,1
3062,3409,1
989,272,1
3062,3345,1
3063,1425,1
3164,3870,1
989,2735,1
989,1187,1
989,2310,1
1865,1696,1
1865,342,1
46,1100,1
86,2277,1
3161,3441,1
423,2918,1
990,1836,1
3157,3282,1
990,1129,1
990,1779,1
990,3139,1
423,2406,1
990,3559,1
991,2159,1
423,1673,1
991,1668,1
991,3104,1
87,3105,1
423,2773,1
991,1534,1
991,2955,1
423,2250,1
991,1768,1
3084,2133,1
3085,3404,1
991,1242,1
3086,3281,1
423,2350,1
3087,3646,1
3087,3254,1
991,1757,1
423,1050,1
991,2092,1
992,1985,1
89,1877,1
423,1060,1
992,2990,1
992,3181,1
423,1457,1
992,696,1
3091,3364,1
3136,3590,1
993,1450,1
3091,3728,1
993,1006,1
993,648,1
3091,3485,1
2259,637,1
993,3694,1
993,1948,1
90,2852,1
993,1299,1
993,1472,1
3096,2275,1
993,943,1
3099,3747,1
995,2753,1
3101,3324,1
3108,3834,1
3054,3791,1
3108,3582,1
46,3026,1
90,1658,1
995,2528,1
3121,3145,1
3108,2249,1
3109,3440,1
3110,3380,1
3110,1909,1
3446,3488,1
3113,3252,1
3113,3342,1
3117,3464,1
3123,3532,1
90,1963,1
2909,3631,1
2909,3304,1
90,806,1
3133,3855,1
3728,3142,1
3728,3224,1
3135,3392,1
3135,2275,1
90,1115,1
3137,2432,1
3140,3741,1
3140,3230,1
1865,264,1
91,3038,1
3146,3122,1
3150,3169,1
3150,3487,1
3151,3175,1
3153,2457,1
2065,1038,1
1003,3379,1
91,2710,1
1004,2089,1
1004,3044,1
1004,2131,1
1004,1832,1
1004,2752,1
91,1903,1
1004,2333,1
3157,3826,1
1115,682,1
1004,2646,1
1005,3047,1
91,2003,1
3165,2255,1
1007,3569,1
1007,1946,1
1007,2347,1
1007,1093,1
1007,1329,1
1007,3815,1
1865,126,1
91,3576,1
1007,2122,1
1008,3065,1
3831,3677,1
3831,3485,1
1008,3191,1
3183,3655,1
1008,1257,1
1008,2834,1
1008,2276,1
91,1455,1
1009,815,1
3201,3762,1
3205,3540,1
1009,1171,1
105,3327,1
1009,1465,1
1009,3185,1
1009,2069,1
1009,3799,1
1009,2717,1
91,113,1
1009,1603,1
1010,2170,1
1011,3008,1
2038,1177,1
2038,3047,1
2038,3148,1
2038,1824,1
2038,2321,1
91,889,1
2697,1089,1
2697,1604,1
2697,1721,1
2697,2937,1
1865,2571,1
91,3158,1
215,1816,1
2697,3246,1
1015,3146,1
1015,2688,1
1015,3231,1
1015,3034,1
1016,2352,1
1016,1637,1
92,386,1
215,3278,1
1016,2712,1
3254,3824,1
3395,1430,1
1018,2210,1
3254,3734,1
1018,2630,1
217,3577,1
1018,3515,1
3255,3775,1
