1,1603,5
2,1157,5
3,566,2
4,667,2
5,2361,2
6,3839,2
7,2170,2
8,1482,1
9,2055,1
10,3845,1
11,1177,1
12,3336,1
13,3388,2
14,2082,1
15,3468,1
16,971,1
17,3214,1
18,51,1
19,2323,1
20,2750,1
21,3144,2
22,1125,1
23,1370,1
24,1173,1
25,828,1
26,2248,1
27,1291,1
28,2176,1
29,761,4
30,3519,2
31,2148,2
32,86,2
33,3493,2
34,3727,2
35,2597,2
36,20,1
37,1405,1
38,2261,2
39,3814,1
40,1344,1
41,3161,1
42,3254,1
43,730,1
44,932,1
45,201,1
46,1177,1
47,512,1
48,2365,1
49,2666,1
50,1067,1
51,2131,1
52,1000,1
53,2455,1
54,3399,1
55,1169,1
56,2993,1
57,2052,1
58,88,1
59,3574,1
60,1343,1
61,1526,1
62,2269,1
63,797,1
64,2885,1
65,1203,1
66,797,1
67,2159,1
68,2625,1
69,3641,1
70,3493,1
71,2247,1
72,1177,1
73,632,1
74,840,1
75,1268,1
76,529,1
77,5,2
78,3091,4
79,3540,4
80,23,1
81,296,2
82,1132,1
83,2475,1
84,3568,1
85,2797,1
86,3697,1
87,3105,1
88,581,1
89,1877,1
90,1963,1
91,2710,1
92,1177,1
93,619,1
94,2455,1
95,1628,2
96,3429,1
97,1035,6
98,2170,6
99,2814,5
100,1371,5
101,909,3
102,1086,3
103,655,3
104,2171,2
105,1476,1
106,2502,1
107,3761,1
108,1615,1
109,797,1
110,2953,1
111,1362,1
112,3611,1
113,91,1
114,2712,10
115,2044,10
116,2993,10
117,3526,5
118,2056,5
119,461,5
120,814,5
121,2222,5
122,2668,5
123,3670,4
124,394,4
125,1152,4
126,48,1
127,3495,2
128,2076,1
129,2447,2
130,9,1
131,762,1
132,160,1
133,2679,1
134,525,1
135,596,1
136,2417,1
137,1177,1
138,2668,1
139,3564,1
140,2475,1
141,3520,1
142,2584,1
143,1023,1
144,1780,2
145,1356,1
146,25,1
147,260,4
148,1024,4
149,444,4
150,3499,4
151,2253,3
152,2513,3
153,39,2
154,2338,2
155,2198,2
156,592,2
157,111,1
158,930,1
159,445,2
160,2209,1
161,3016,1
162,2363,1
163,3417,1
164,2110,1
165,1464,1
166,1054,1
167,3106,1
168,3493,1
169,2895,1
170,3583,4
171,3778,1
172,2896,9
173,2527,7
174,1628,7
175,2854,3
176,3579,5
177,160,1
178,1356,1
179,1593,5
180,2082,1
181,1616,1
182,655,4
183,137,1
184,2001,3
185,2471,3
186,2233,2
187,15,1
188,1053,1
189,2150,1
190,2323,1
191,538,1
192,797,1
193,1061,1
194,528,1
195,3399,1
196,3399,1
197,3801,1
198,2092,1
199,718,1
200,300,1
201,1491,5
202,160,1
203,111,1
204,3573,3
205,765,3
206,107,1
207,3047,3
208,198,1
209,3011,3
210,604,2
211,137,1
212,3465,2
213,1251,1
214,300,1
215,3278,1
216,337,10
217,3577,1
218,655,1
219,2496,1
220,2812,1
221,3493,1
222,3630,1
223,1039,1
224,655,1
225,1184,1
226,1518,1
227,135,1
228,1381,5
229,3797,1
230,137,1
231,304,1
232,1903,1
233,2883,1
234,723,1
235,655,1
236,1184,1
237,1165,1
238,1418,1
239,2056,1
240,3065,1
241,3592,1
242,1906,2
243,3000,5
244,763,5
245,9,1
246,2895,3
247,137,1
248,1184,2
249,1866,2
250,1370,1
251,3460,1
252,1155,1
253,1162,2
254,2814,1
255,3423,1
256,670,1
257,3316,1
258,2226,1
259,160,1
260,160,1
261,2150,5
262,2001,1
263,3184,5
264,48,1
265,2179,1
266,3198,1
267,3726,1
268,2131,1
269,161,1
270,730,1
271,2170,8
272,2589,1
273,241,1
274,1480,4
